attendance,away_3p_attempts,away_3p_made,away_3p_pct,away_assists,away_blocks,away_fg_attempts,away_fg_made,away_fg_pct,away_fouls,away_ft_attempts,away_ft_made,away_ft_pct,away_q1,away_q2,away_q3,away_q4,away_rebounds,away_rest_days,away_score,away_steals,away_team,away_travel_distance,away_turnovers,date,defensive_rating,game_id,home_3p_attempts,home_3p_made,home_3p_pct,home_assists,home_blocks,home_fg_attempts,home_fg_made,home_fg_pct,home_fouls,home_ft_attempts,home_ft_made,home_ft_pct,home_q1,home_q2,home_q3,home_q4,home_rebounds,home_rest_days,home_score,home_steals,home_team,home_travel_distance,home_turnovers,home_win,league,offensive_rating,overtime,pace,pace_estimate,point_diff,processed_at,referees,season,total_points,true_shooting_pct,venue
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_1839001987710940576,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Club Baloncesto Malaga,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.054779,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG,,13,2026-01-28,,game_6342950015187945686,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Olympiacos Piraeus,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.974124,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_1182875091618204896,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Pallacanestro Trieste,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.080953,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,SG/F,,13,2026-01-28,,game_-4272114543280670963,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Le Mans,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.214456,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,SG,,13,2026-01-28,,game_1320931437553050640,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Maccabi Tel Aviv BC,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.839685,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,F,,13,2026-01-28,,game_2407436532191918543,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Besiktas JK,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.785218,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_5369568755456818548,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Olimpia Milano,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.815932,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,F,,13,2026-01-28,,game_-954343338511931461,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,KK Partizan,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.846859,Unknown,2024-25,4043,,Unknown
5000,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,10,7,17,,13,2026-01-28,,game_-736718756872764508,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,24,7,Unknown,,13,1,Unknown,,0,,0.37777777777777777,14,2026-01-28T15:28:30.659683,Unknown,2024-25,34,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF,,13,2026-01-28,,game_682156851300347621,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,ASVEL Villeurbanne,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.091385,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,C,,13,2026-01-28,,game_-859842388579302890,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Derthona Tortona,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.953466,Unknown,2024-25,4047,,Unknown
5000,36,12,0.333,20,4,72,36,0.5,20,17,14,0.824,0,0,0,0,35,,73,7,Bayern,,13,2026-01-28,,game_-5890918303942746052,42,14,0.333,20,4,88,44,0.5,20,20,17,0.85,0,0,0,0,35,,88,7,Fenerba.,,13,1,Unknown,,0,,1.788888888888889,15,2026-01-28T15:28:30.746565,Unknown,2024-25,161,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,SG,,13,2026-01-28,,game_-1118242372079276218,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,CB Gran Canaria,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:30.778912,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,C,,13,2026-01-28,,game_1796835810378881801,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,FC Bayern Munich,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.891716,Unknown,2024-25,4047,,Unknown
5000,18,6,0.333,20,4,40,20,0.5,20,11,8,0.727,0,0,0,0,35,,40,7,24,,13,2026-01-28,,game_-3181697481305132913,18,6,0.333,20,4,38,19,0.5,20,10,7,0.7,0,0,0,0,35,,38,7,PG,,13,0,Unknown,,0,,0.8666666666666667,-2,2026-01-28T15:28:30.662923,Unknown,2024-25,78,,Unknown
5000,42,14,0.333,20,4,86,43,0.5,20,20,17,0.85,0,0,0,0,35,,87,7,Turk Tele.,,13,2026-01-28,,game_733711576845049161,30,10,0.333,20,4,62,31,0.5,20,15,12,0.8,0,0,0,0,35,,63,7,Chemnitz,,13,0,Unknown,,0,,1.6666666666666667,-24,2026-01-28T15:28:30.760065,Unknown,2024-25,150,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,SG,,13,2026-01-28,,game_-4897553819883476292,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,BC Lietkabelis,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:30.964332,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF,,13,2026-01-28,,game_-4768231392216946599,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,BC Lietkabelis,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.901755,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,C,,13,2026-01-28,,game_7730001601638815102,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Hapoel Tel Aviv,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:30.800375,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,SG,,13,2026-01-28,,game_1399049446823011757,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Olympiacos Piraeus,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.863242,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PF,,13,2026-01-28,,game_7366435452169488186,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Galatasaray SK,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.202320,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,F,,13,2026-01-28,,game_-3089566884159251740,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Dinamo Sassari,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.070012,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,PF/C,,13,2026-01-28,,game_-8750327195110798225,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Virtus Bologna,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:30.862015,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,PG,,13,2026-01-28,,game_6868534133316867366,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Hamburg Towers,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:31.035010,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PG,,13,2026-01-28,,game_1804381784757935723,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Turk Ankara,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.900228,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG,,13,2026-01-28,,game_2068845572833606879,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,BC Zalgiris,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.112439,Unknown,2024-25,4043,,Unknown
5000,39,13,0.333,20,4,80,40,0.5,20,19,16,0.842,0,0,0,0,35,,81,7,Panathina.,,13,2026-01-28,,game_-6981359793808534262,36,12,0.333,20,4,76,38,0.5,20,18,15,0.833,0,0,0,0,35,,77,7,Fenerba.,,13,0,Unknown,,0,,1.7555555555555555,-4,2026-01-28T15:28:30.728031,Unknown,2024-25,158,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,C,,13,2026-01-28,,game_4141584500624840740,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,ratiopharm Ulm,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.824056,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PG,,13,2026-01-28,,game_7524320759776378609,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,ALBA Berlin,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.104289,Unknown,2024-25,4045,,Unknown
5000,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,24,7,6,,13,2026-01-28,,game_3232719711411484247,6,2,0.333,20,4,16,8,0.5,20,6,3,0.5,0,0,0,0,35,,17,7,Unknown,,13,0,Unknown,,0,,0.45555555555555555,-7,2026-01-28T15:28:30.659947,Unknown,2024-25,41,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,SG,,13,2026-01-28,,game_-834894478891131778,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,AS Monaco Basket,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.043182,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,C,,13,2026-01-28,,game_4788680314289931065,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Hapoel Tel Aviv,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.892069,Unknown,2024-25,4045,,Unknown
5000,30,10,0.333,20,4,60,30,0.5,20,15,12,0.8,0,0,0,0,35,,61,7,Bayern,,13,2026-01-28,,game_7396070049342518187,33,11,0.333,20,4,66,33,0.5,20,16,13,0.812,0,0,0,0,35,,67,7,ALBA,,13,1,Unknown,,0,,1.4222222222222223,6,2026-01-28T15:28:31.246443,Unknown,2024-25,128,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PG,,13,2026-01-28,,game_-717121754404016117,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Baskonia Vitoria-Gasteiz,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.835860,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,C,,13,2026-01-28,,game_-9075338958822968310,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Pallacanestro Trieste,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.827984,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG/F,,13,2026-01-28,,game_-642188579713508063,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,FC Bayern Munich,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.923387,Unknown,2024-25,4043,,Unknown
5000,42,14,0.333,20,4,86,43,0.5,20,20,17,0.85,0,0,0,0,35,,87,7,H.Tel-A.,,13,2026-01-28,,game_2959687107671798897,39,13,0.333,20,4,80,40,0.5,20,19,16,0.842,0,0,0,0,35,,81,7,Anadolu E,,13,0,Unknown,,0,,1.8666666666666667,-6,2026-01-28T15:28:30.748866,Unknown,2024-25,168,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,F,,13,2026-01-28,,game_5017109135858675041,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,BC Prometey,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.958511,Unknown,2024-25,4045,,Unknown
5000,39,13,0.333,20,4,80,40,0.5,20,19,16,0.842,0,0,0,0,35,,80,7,Wolmirst.,,13,2026-01-28,,game_4018602201343734234,36,12,0.333,20,4,72,36,0.5,20,17,14,0.824,0,0,0,0,35,,72,7,Koeln,,13,0,Unknown,,0,,1.6888888888888889,-8,2026-01-28T15:28:31.264404,Unknown,2024-25,152,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,SG,,13,2026-01-28,,game_-1442721422159085325,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Dubai Basketball,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.786826,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,F,,13,2026-01-28,,game_-6786485984426907567,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,ratiopharm Ulm,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.965802,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,C,,13,2026-01-28,,game_-4586721007600918930,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Galatasaray SK,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.891805,Unknown,2024-25,4051,,Unknown
5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,30,7,Philadelphia 76ers,,13,2026-01-28,,game_3505066407888162520,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,8,7,"Sat, Jan 11, 2020",,13,0,Unknown,,0,,0.4222222222222222,-22,2026-01-28T15:28:30.690487,Unknown,2024-25,38,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,PF,,13,2026-01-28,,game_1523597982999475116,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Panathinaikos Athlitikos Omilos,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:31.012598,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,SG,,13,2026-01-28,,game_7003141038263435001,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Aquila Trento,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.180962,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG/SG,,13,2026-01-28,,game_-3879776326672636925,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Anadolu Efes Istanbul,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.794390,Unknown,2024-25,4051,,Unknown
5000,42,14,0.333,20,4,86,43,0.5,20,20,17,0.85,0,0,0,0,35,,87,7,Anadolu E,,13,2026-01-28,,game_2361747618331545717,45,15,0.333,20,4,92,46,0.5,20,21,18,0.857,0,0,0,0,35,,93,7,Partizan,,13,1,Unknown,,0,,2.0,6,2026-01-28T15:28:30.748397,Unknown,2024-25,180,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PF,,13,2026-01-28,,game_6229382292102964614,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,JL Bourg-en-Bresse,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.159904,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,SG,,13,2026-01-28,,game_6729041104398246189,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Paris Basketball,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:31.043395,Unknown,2024-25,4049,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Charlotte Hornets,,13,2026-01-28,,game_-4040211808997305929,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,9,7,"Wed, Jan 15, 2020",,13,1,Unknown,,0,,0.1,9,2026-01-28T15:28:30.694333,Unknown,2024-25,9,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Boston Celtics,,13,2026-01-28,,game_-6441711513569550197,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,7,"Mon, Jan 6, 2020",,13,1,Unknown,,0,,0.07777777777777778,7,2026-01-28T15:28:30.685010,Unknown,2024-25,7,,Unknown
5000,21,7,0.333,20,4,46,23,0.5,20,12,9,0.75,0,0,0,0,35,,47,7,8,,13,2026-01-28,,game_-5501683462009596829,9,3,0.333,20,4,20,10,0.5,20,7,4,0.571,0,0,0,0,35,,21,7,Unknown,,13,0,Unknown,,0,,0.7555555555555555,-26,2026-01-28T15:28:30.667722,Unknown,2024-25,68,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-4461632883665077923,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Basket Cremona,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.948096,Unknown,2024-25,4051,,Unknown
5000,45,15,0.333,20,4,92,46,0.5,20,21,18,0.857,0,0,0,0,35,,92,7,Milano,,13,2026-01-28,,game_7547708421226449715,48,16,0.333,20,4,98,49,0.5,20,22,19,0.864,0,0,0,0,35,,99,7,Dubai,,13,1,Unknown,,0,,2.1222222222222222,7,2026-01-28T15:28:30.722947,Unknown,2024-25,191,,Unknown
5000,48,16,0.333,20,4,100,50,0.5,20,23,20,0.87,0,0,0,0,35,,100,7,Phoenix H,,13,2026-01-28,,game_-6394638694812526255,33,11,0.333,20,4,66,33,0.5,20,16,13,0.812,0,0,0,0,35,,67,7,Koblenz,,13,0,Unknown,,0,,1.8555555555555556,-33,2026-01-28T15:28:31.251147,Unknown,2024-25,167,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Denver Nuggets,,13,2026-01-28,,game_7244600995911338455,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,8,7,"Fri, Jan 24, 2020",,13,1,Unknown,,0,,0.08888888888888889,8,2026-01-28T15:28:30.702118,Unknown,2024-25,8,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_-1382501805974775032,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,KK Cedevita Junior,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.190032,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PG,,13,2026-01-28,,game_3254236861991051223,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,CB Gran Canaria,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.776022,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,C,,13,2026-01-28,,game_4508051498946166813,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Baskonia Vitoria-Gasteiz,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.873734,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,SG,,13,2026-01-28,,game_-3362584509379164079,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Badalona,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:31.146281,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF/C,,13,2026-01-28,,game_-4112784328224622987,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Victoria Libertas Pallacanestro,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.131249,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF,,13,2026-01-28,,game_6014417275578792470,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Hapoel Tel Aviv,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.924458,Unknown,2024-25,4047,,Unknown
5000,39,13,0.333,20,4,82,41,0.5,20,19,16,0.842,0,0,0,0,35,,83,7,Trier,,13,2026-01-28,,game_9089995238528036677,45,15,0.333,20,4,94,47,0.5,20,21,18,0.857,0,0,0,0,35,,94,7,Bayern,,13,1,Unknown,,0,,1.9666666666666666,11,2026-01-28T15:28:31.238466,Unknown,2024-25,177,,Unknown
5000,39,13,0.333,20,4,78,39,0.5,20,18,15,0.833,0,0,0,0,35,,79,7,Dubai,,13,2026-01-28,,game_-3336735814762492119,42,14,0.333,20,4,84,42,0.5,20,20,17,0.85,0,0,0,0,35,,85,7,ASVEL,,13,1,Unknown,,0,,1.8222222222222222,6,2026-01-28T15:28:30.745243,Unknown,2024-25,164,,Unknown
5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,30,7,Unknown,,13,2026-01-28,,game_-5613399291452308248,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,8,7,@Houston,,13,0,Unknown,,0,,0.4222222222222222,-22,2026-01-28T15:28:30.674284,Unknown,2024-25,38,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,SG,,13,2026-01-28,,game_-9102483066826965668,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Paris Basketball,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.152110,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PG,,13,2026-01-28,,game_-3940904642968530079,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Varese,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.173424,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PF,,13,2026-01-28,,game_-5201605714152602883,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Besiktas JK,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.017741,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,C,,13,2026-01-28,,game_2765492911232473878,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Wolves Vilnius,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.887013,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-4470959571444216463,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,BK VEF Rīga,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.205542,Unknown,2024-25,4051,,Unknown
